# chem_potential	density	num_particles	num_particles_variance
-17.99706549	0.0002846587228	0.3690666667	0.3784564622
-13.46081728	0.1805354708	234.0684444	41.53789314
-12.9548662	0.2009981275	260.5987556	35.7542029
-12.65890379	0.2122884932	275.2369778	35.24997487
-12.44891512	0.2200446892	285.2930667	34.2055786
-12.28603525	0.2260315037	293.0551111	34.31838499
-12.15295271	0.2306739364	299.0741333	33.22437092
-12.04043303	0.2346104814	304.1779556	33.87357626
-11.94296404	0.2380618998	  308.6528	33.87927438
-11.85699031	0.2412840556	  312.8304	35.32128028
-11.78008418	0.2441096636	316.4938667	36.22862905
-11.71051412	0.2468087795	319.9933333	38.15631111
-11.64700164	0.2494718332	323.4460444	41.84993324
-11.58857581	0.2523153352	327.1327111	46.33376554
-11.53448195	0.2548111039	330.3685333	48.34418318
-11.48412177	0.2575187212	333.8790222	52.79860882
-11.43701297	0.2603872474	337.5981333	59.0951254
-11.39276105	0.2631930418	341.2359111	62.53954595
-11.35103923	0.2661282764	345.0415111	71.47338794
-11.31157377	0.2694375026	   349.332	 80.440976
-11.2741331	0.272729726	353.6004444	89.92791091
-10.97817069	0.3202135022	415.1642667	221.746172
-10.76818202	0.368616866	477.9203556	209.6549901
-10.7239301	0.3782994447	490.4740444	205.4998152
-10.68220828	0.3877209491	502.6892444	209.6508088
-10.64274283	0.3968619769	  514.5408	226.4598909
-10.60530215	0.4058122039	526.1449778	235.7726703
-10.5696886	0.4152615434	538.3962667	267.9055505
-10.5357321	0.4252194567	551.3069333	294.3593919
-10.50328529	0.4362607461	565.6222222	343.9744395
-10.47221961	0.4479781684	580.8141333	387.2583425
-10.44242229	0.4609434409	597.6239111	458.2325127
-10.41379379	0.4752671497	616.1949333	496.399601
-10.38624588	0.4907139304	636.2220444	543.9210074
-10.35969993	0.507279121	  657.6992	636.4296971
-10.33408561	0.6926064498	  897.9804	26438.45966
-10.30933975	0.7871841391	1020.602578	53.52214447
-10.28540537	0.7885542991	1022.379022	52.18540882
-10.26223094	0.7899904133	1024.240978	51.8012186
-10.23976969	0.7910602146	  1025.628	49.85512711
-10.21797903	0.7923119725	1027.250933	50.43525468
-10.19682006	0.7933270633	1028.567022	50.45350802
-10.17625721	0.7945534543	1030.157067	49.10555228
-10.09935108	0.7984716938	1035.237156	47.27229058
-10.02978102	0.8018352191	1039.598044	44.8618984
-9.966268536	0.8048627347	1043.523289	45.02670207
-9.907842714	0.8075605479	1047.021067	43.70826731
-9.853748851	0.8102216134	 1050.4712	41.54908167
-9.80338867	0.8122653698	1053.120978	42.18794216
-9.756279866	0.814240841	1055.682222	41.4621284
-9.712027948	0.8160761081	1058.061689	40.58855004
-9.670306129	0.8179342742	1060.470844	40.9143944
-9.630840674	0.8196019821	1062.633067	38.57575993
   -9.5934	0.8211017195	1064.577511	39.05608092
