# chem_potential	density	num_particles	num_particles_variance
-17.99706549	0.007602105332	10.83235556	3.861850896
-13.46081728	0.2525295201	359.8331556	35.86540738
-12.9548662	0.2671495869	380.6655111	27.28287274
-12.65890379	0.2746187564	391.3084444	25.91286202
-12.44891512	0.2798864695	398.8144889	26.55376341
-12.28603525	0.2842805243	405.0756444	29.46014458
-12.15295271	0.2881712821	410.6196444	32.40172965
-12.04043303	0.2918028432	415.7943111	35.38222541
-11.94296404	0.2953065838	420.7868444	39.61020915
-11.85699031	0.2989337782	425.9552889	45.49942314
-11.78008418	0.30248836	431.0202667	51.84083371
-11.71051412	0.3061921593	436.2978667	60.63100878
-11.64700164	0.3101120495	441.8833778	68.40737704
-11.58857581	0.3141438527	447.6283556	79.42410263
-11.53448195	0.3185761476	   453.944	 91.977664
-11.48412177	0.3234927131	460.9496889	106.5679577
-11.43701297	0.3286996038	468.3690667	121.9320565
-11.39276105	0.3342150352	476.2280889	140.757931
-11.35103923	0.3403617089	484.9865778	169.1108421
-11.31157377	0.3469837326	  494.4224	188.1590005
-11.2741331	0.3542378094	504.7588444	215.0836218
-10.97817069	0.4410924118	628.5192889	291.4720279
-10.76818202	0.4912180608	699.9440889	254.4646962
-10.7239301	0.5028832227	716.5659556	298.2342721
-10.68220828	0.516245546	735.6061333	374.2547357
-10.64274283	0.5322644016	758.4316444	486.6924386
-10.60530215	0.5531836034	788.2397333	680.2135502
-10.5696886	0.7727128174	1101.050251	61.80085833
-10.5357321	0.7746385947	1103.79432	58.44987641
-10.50328529	0.7765769082	1106.556252	59.38542842
-10.47221961	0.7782432055	1108.930585	56.81116101
-10.44242229	0.7797600522	1111.091963	54.2588646
-10.41379379	0.7813908584	1113.415723	53.50855781
-10.38624588	0.7827468393	1115.347881	53.36715079
-10.35969993	0.7840327301	1117.180166	52.47943783
-10.33408561	0.7854579056	1119.210921	51.21405217
-10.30933975	0.7866085165	1120.850444	51.23010437
-10.28540537	0.787813614	1122.567605	48.97488025
-10.26223094	0.7888778699	1124.08408	50.36213969
-10.23976969	0.7899767728	1125.649923	48.98059048
-10.21797903	0.7909723858	1127.068587	48.17326618
-10.19682006	0.7919034579	1128.395286	49.11184149
-10.17625721	0.7928515991	1129.746307	48.38714917
-10.09935108	0.7963471311	1134.727144	46.63296405
-10.02978102	0.7993890933	1139.061682	44.74907858
-9.966268536	0.8020867601	1142.905628	42.9935638
-9.907842714	0.804461792	1146.289848	42.89057463
-9.853748851	0.8065804315	1149.308729	42.05270354
-9.80338867	0.8086988236	1152.327258	41.04276426
-9.756279866	0.810521364	1154.924224	40.4929702
-9.712027948	0.8121261303	1157.21088	40.32789533
-9.670306129	0.8137582272	1159.53648	39.46754659
-9.630840674	0.8152355483	1161.641537	38.60757493
   -9.5934	0.8166724564	1163.689009	38.91806234
