# chem_potential	density	num_particles	num_particles_variance
-17.99706549	6.811717775e-05	    0.3056	0.30820864
-13.46081728	0.05937588935	  266.3832	130.2776022
-12.9548662	0.07511852598	337.0107556	83.19357321
-12.65890379	0.08239010405	369.6338667	77.13803527
-12.44891512	0.08727724408	391.5594667	75.13926372
-12.28603525	0.09114991763	408.9337778	79.3933924
-12.15295271	0.09436295617	423.3487111	79.28826723
-12.04043303	0.09714442741	435.8274667	79.88676558
-11.94296404	0.09951271783	446.4525333	80.25628025
-11.85699031	0.1017027901	456.2780444	81.12126906
-11.78008418	0.1036007986	464.7932444	82.26142992
-11.71051412	0.1053740841	472.7488889	83.55036543
-11.64700164	0.107013592	480.1043556	82.9940877
-11.58857581	0.1085210264	486.8672889	84.62016554
-11.53448195	0.1099401937	493.2342222	85.7919844
-11.48412177	0.1112644764	499.1754667	86.34965589
-11.43701297	0.1125348875	504.8750222	88.53975833
-11.39276105	0.1137748262	510.4378667	90.57236167
-11.35103923	0.1149153035	515.5544889	93.94587541
-11.31157377	0.1160469244	520.6313778	95.52091766
-11.2741331	0.117165865	525.6513778	95.47152921
-10.97817069	0.1272285632	570.7965333	130.0518458
-10.76818202	0.1375377355	617.0474667	202.3501025
-10.60530215	0.1496153787	671.2324444	294.6449029
-10.47221961	0.1636148456	734.0394667	396.036309
-10.35969993	0.1782468434	799.6842667	451.7083125
-10.26223094	0.1925071488	863.6615111	513.5261364
-10.17625721	0.2062520976	925.3266667	543.7490222
-10.09935108	0.2198594054	986.3743111	623.9284245
-10.02978102	0.2337612733	1048.743467	714.8437018
-9.966268536	0.2488483763	1116.430044	874.2344396
-9.907842714	0.2664825227	1195.543644	1135.854495
-9.853748851	0.2885298222	1294.456356	1527.785873
-9.80338867	0.4382646932	1966.224889	3239.355114
-9.756279866	0.4982854173	2235.501067	5969.285199
-9.712027948	0.7964600367	3573.227712	432.6652972
-9.670306129	0.8018321443	3597.329064	400.5496675
-9.630840674	0.8063664347	3617.671644	364.4004493
   -9.5934	0.810441954	  3635.956	355.4393973
