# chem_potential	density	num_particles	num_particles_variance
-17.99706549	0.0002429407412	0.4672888889	0.4627966499
-13.46081728	0.2186534604	420.5730667	68.58741682
-12.9548662	0.2379133421	457.6188444	43.51552044
-12.65890379	0.2464659468	474.0695111	35.96619043
-12.44891512	0.2518050976	  484.3392	35.6221878
-12.28603525	0.2559404971	492.2935111	36.84238456
-12.15295271	0.2595436174	   499.224	37.68351289
-12.04043303	0.2625020229	  504.9144	39.93800597
-11.94296404	0.2654599662	510.6039111	42.25449137
-11.85699031	0.2679521306	515.3975111	45.51220714
-11.78008418	0.2706722166	520.6295111	47.48922687
-11.71051412	0.2731597135	525.4141333	52.96707136
-11.64700164	0.2756578856	530.2192889	56.24764572
-11.58857581	0.2780956575	534.9082667	64.35069611
-11.53448195	0.2808077949	540.1249778	69.79664722
-11.48412177	0.2831858137	544.6990222	78.93127904
-11.43701297	0.2859407441	549.9980444	88.69617395
-11.39276105	0.2890051617	555.8923556	95.22085712
-11.35103923	0.2916694226	561.0169778	106.1566006
-11.31157377	0.2948549641	567.1442667	120.875276
-11.2741331	0.2985286052	  574.2104	138.7458652
-10.97817069	0.3554519268	683.7006222	483.0339285
-10.76818202	0.4269963346	821.3140444	364.0047539
-10.7239301	0.4380511781	842.5776889	 329.69872
-10.68220828	0.4473212367	860.4083556	328.3404457
-10.64274283	0.4566650971	878.3809778	327.6934337
-10.60530215	0.4653503326	895.0867556	361.4854513
-10.5696886	0.4747854634	913.2349333	393.322673
-10.5357321	0.4857423357	934.3101333	479.6587506
-10.50328529	0.4988687146	959.5583111	596.0547776
-10.47221961	0.5129059481	986.5584889	777.3562679
-10.44242229	0.5305667279	1020.528444	976.6662576
-10.41379379	0.5526750747	1063.053156	1178.819574
-10.38624588	0.5770688299	1109.973778	1359.696112
-10.35969993	0.7969006245	1532.813333	81.45475556
-10.33408561	0.7983621046	1535.624444	79.1335358
-10.30933975	0.7993683886	   1537.56	76.15662222
-10.28540537	0.8014754154	 1541.6128	73.28989838
-10.26223094	0.8024229167	1543.435289	79.80990136
-10.23976969	0.8033724513	1545.261689	72.71765226
-10.21797903	0.8056738492	1549.688356	74.95638885
-10.19682006	0.8054245311	 1549.2088	75.45213589
-10.17625721	0.8071737784	1552.573422	71.96318696
-10.09935108	0.8100375862	1558.081867	67.85187563
-10.02978102	0.8144180984	1566.507644	57.91074156
-9.966268536	0.8176322918	1572.690044	63.82170533
-9.907842714	0.8203175333	1577.855022	67.57071478
-9.853748851	0.822442121	 1581.9416	61.29445611
-9.80338867	0.8244836643	1585.868444	69.99620425
-9.756279866	0.8264462299	1589.643378	54.47388726
-9.712027948	0.8282863778	1593.182844	59.95741235
-9.670306129	0.8302192748	1596.900711	60.98009727
-9.630840674	0.8322128954	1600.735378	55.75904175
   -9.5934	0.833596738	1603.397156	56.27977858
