# chem_potential	density	num_particles	num_particles_variance
-17.99706549	0.001179860441	0.5391111111	0.5457147654
-13.46081728	0.3520959369	160.8824444	11.27653625
-12.9548662	0.3682936797	168.2836444	10.36905694
-12.65890379	0.3778346946	  172.6432	11.19598265
-12.44891512	0.385463713	176.1291111	12.79493032
-12.28603525	0.392458058	179.3250222	 15.489605
-12.15295271	0.3991488297	182.3822222	18.89523951
-12.04043303	0.4062192382	185.6128889	23.66587832
-11.94296404	0.4141831502	189.2518222	29.75267446
-11.85699031	0.4229216071	193.2446667	38.81253822
-11.78008418	0.4334708045	198.0648889	53.45614499
-11.71051412	0.4463339095	  203.9424	70.66308224
-11.64700164	0.4621629094	211.1751111	94.18284721
-11.58857581	0.4803561045	219.4880889	114.2438137
-11.53448195	0.5007933689	228.8264444	128.8118785
-11.48412177	0.5206995502	237.9221333	126.9626479
-11.43701297	0.538118395	245.8812889	119.8401743
-11.39276105	0.5533800308	252.8547556	109.2017485
-11.35103923	0.5668807274	  259.0236	102.6011764
-11.31157377	0.5793522316	264.7221778	121.8132593
-11.2741331	0.603281805	275.6562667	431.0842474
-10.97817069	0.753934125	344.4935095	18.00556541
-10.76818202	0.7642194576	349.1931645	15.17619238
-10.60530215	0.771442453	352.4935524	13.81399863
-10.47221961	0.7769678917	355.0182793	13.15868181
-10.35969993	0.7811155477	356.9134589	12.48891052
-10.26223094	0.7846131148	358.5115947	11.90662456
-10.17625721	0.7878527469	359.9918729	11.70758811
-10.09935108	0.790436959	361.1726714	11.17530926
-10.02978102	0.792608184	362.1647647	11.12107205
-9.966268536	0.7947622406	363.1490131	10.93415356
-9.907842714	0.7966562912	364.0144576	10.61085379
-9.853748851	0.7982355008	364.7360425	10.4338591
-9.80338867	0.8000227629	365.5526923	10.79622139
-9.756279866	0.8016028079	366.2746589	10.39907391
-9.712027948	0.8031127207	366.9645802	10.21057354
-9.670306129	0.804430079	367.5665179	9.567005587
-9.630840674	0.8053910551	368.0056146	9.990580101
   -9.5934	0.806190498	368.3709024	9.695580585
