# chem_potential	density	num_particles	num_particles_variance
-17.99706549	0.002369688489	    0.6564	0.6723834844
-13.46081728	0.4050325348	112.1933778	6.544871702
-12.9548662	0.4224503629	117.0180889	7.449317237
-12.65890379	0.4346089555	   120.386	9.696470667
-12.44891512	0.4464700735	123.6715111	13.29836172
-12.28603525	0.4596510546	127.3226222	20.39293712
-12.15295271	0.476446336	131.9748889	32.70199165
-12.04043303	0.4996787177	138.4102222	52.99420662
-11.94296404	0.5302541012	146.8795556	74.02158202
-11.85699031	0.5645028307	  156.3664	86.22415104
-11.78008418	0.6049383582	167.5669778	129.7741362
-11.71051412	0.6594238648	182.6593778	156.7381987
-11.64700164	0.6942222966	192.2984889	67.73925994
-11.58857581	0.7071893976	195.8903556	29.74144476
-11.53448195	0.7135595901	197.6548889	19.26743165
-11.48412177	0.7178458558	198.8421778	15.2766477
-11.43701297	0.721545997	199.8671111	13.44625165
-11.39276105	0.7241273193	200.5821333	 12.438543
-11.35103923	0.7267951242	201.3211111	11.78546543
-11.31157377	0.7289525371	201.9187111	11.13592545
-11.2741331	0.7307529484	202.4174222	10.82780313
-10.97817069	0.7448791414	206.3303556	8.969576318
-10.76818202	0.7539009333	208.8293778	7.840976946
-10.60530215	0.7599014485	210.4915111	7.312683494
-10.47221961	0.7648853516	211.8720444	7.331138487
-10.35969993	0.7685973661	212.9002667	6.897164373
-10.26223094	0.7716963006	213.7586667	6.856602667
-10.17625721	0.7747493464	214.6043556	6.817154362
-10.09935108	0.7772910374	  215.3084	6.254267218
-10.02978102	0.7793658185	215.8831111	6.561092543
-9.966268536	0.7814524729	216.4611111	6.40084321
-9.907842714	0.7831741032	   216.938	6.114333778
-9.853748851	0.785188555	   217.496	6.116561778
-9.80338867	0.7866403081	217.8981333	6.273623182
-9.756279866	0.7880246721	  218.2816	5.986656996
-9.712027948	0.7892692841	218.6263556	6.061945385
-9.670306129	0.7908060757	219.0520444	5.988180265
-9.630840674	0.7918031131	219.3282222	5.843070173
   -9.5934	0.7925800128	219.5434222	5.849892288
