# chem_potential	density	num_particles	num_particles_variance
-17.99706549	0.0001133345204	0.5164444444	0.526707358
-13.46081728	0.1507707656	687.0344889	268.4005883
-12.9548662	0.1766884198	805.1364444	115.7416496
-12.65890379	0.185538968	845.4667556	90.80302814
-12.44891512	0.1907349559	869.1439111	78.76231181
-12.28603525	0.1945217724	886.3997333	78.1615466
-12.15295271	0.1975636241	900.2608889	75.19122588
-12.04043303	0.2001445691	912.0217778	78.05721462
-11.94296404	0.2022331233	921.5389333	76.49701753
-11.85699031	0.2043896003	  931.3656	80.04953664
-11.78008418	0.2060710281	939.0275556	84.14981847
-11.71051412	0.2078984839	947.3549333	87.77864455
-11.64700164	0.2096869065	955.5044444	94.34331358
-11.58857581	0.2111795865	962.3063111	98.22670684
-11.53448195	0.2129926267	   970.568	107.2763093
-11.48412177	0.2145224282	977.5390222	112.4402995
-11.43701297	0.2161171483	984.8058667	 115.66649
-11.39276105	0.2177497506	992.2453333	125.1081671
-11.35103923	0.2194634231	1000.054222	135.4459488
-11.31157377	0.2210847115	1007.442133	146.2368737
-11.2741331	0.2228172667	1015.337067	155.3196305
-10.97817069	0.2451128588	1116.933956	403.1427492
-10.76818202	0.2896846337	1320.039289	1040.452856
-10.7239301	0.3036347477	1383.607378	1083.861226
-10.68220828	0.3178860662	  1448.548	1099.843074
-10.64274283	0.3293746363	1500.899289	931.2447017
-10.60530215	0.3399101431	1548.907644	838.4811593
-10.5696886	0.3485549531	1588.300444	795.2585331
-10.5357321	0.3561643811	 1622.9752	744.5420516
-10.50328529	0.3629934004	1654.093778	760.2277391
-10.47221961	0.3701936146	1686.903822	706.7500387
-10.44242229	0.3754961682	1711.066578	727.491123
-10.41379379	0.3824898834	1742.935644	780.0488361
-10.38624588	0.3889126151	1772.202844	835.7652541
-10.35969993	0.3962109095	1805.459822	921.2508746
-10.33408561	0.4032206789	1837.402044	1077.269382
-10.30933975	0.4127592905	1880.867733	1317.906417
-10.28540537	0.4228545483	1926.869956	1573.521488
-10.26223094	0.4356898095	1985.357867	1957.94322
-10.23976969	0.4494370528	2048.001511	2059.763109
-10.21797903	0.4623722473	 2106.9448	2557.615353
-10.19682006	0.4791714858	2183.495822	2258.070071
-10.17625721	0.4930932759	2246.934844	2203.868199
-10.09935108	0.5800488258	 2643.1752	8285.370994
-10.02978102	0.8200990842	3737.039822	188.988992
-9.966268536	0.8234191029	3752.168533	185.6069743
-9.907842714	0.8270553854	 3768.7384	239.1771654
-9.853748851	0.8294414575	3779.611289	164.6052592
-9.80338867	0.8327462024	 3794.6704	149.8593638
-9.756279866	0.8349305546	3804.624089	156.0058019
-9.712027948	0.8366594424	3812.502311	232.9918613
-9.670306129	0.8389609135	3822.989689	176.752427
-9.630840674	0.8402946911	3829.067467	155.2246927
   -9.5934	0.8426523027	3839.810667	159.3396196
