# chem_potential	density	num_particles	num_particles_variance
-17.99706549	0.0444905028	3.183511111	4.338279228
-13.46081728	0.6280006304	44.93648889	2.922944117
-12.9548662	0.6514567633	46.61488889	2.074933877
-12.65890379	0.6627624654	47.42386667	1.877892604
-12.44891512	0.6702929747	47.96271111	1.865231761
-12.28603525	0.6760452056	48.37431111	1.843446748
-12.15295271	0.680839663	48.71737778	1.865946902
-12.04043303	0.6845980854	48.98631111	1.872079281
-11.94296404	0.6883838372	   49.2572	1.857270382
-11.85699031	0.6914981537	49.48004444	1.864623998
-11.78008418	0.6941081175	   49.6668	1.900399982
-11.71051412	0.6973727461	   49.9004	1.954390951
-11.64700164	0.6987491572	49.99888889	1.95044321
-11.58857581	0.7009945211	50.15955556	1.877653136
-11.53448195	0.7028634837	50.29328889	1.846559405
-11.48412177	0.7048523233	   50.4356	1.885941529
-11.43701297	0.7063709718	50.54426667	1.76901824
-11.39276105	0.7083734761	50.68755556	1.764511802
-11.35103923	0.7096175878	50.77657778	1.772882511
-11.31157377	0.7108374757	50.86386667	1.76631216
-11.2741331	0.7124555042	50.97964444	1.66287454
-10.97817069	0.7212121126	51.60622222	1.382272395
-10.76818202	0.7257351388	51.92986667	1.148681316
-10.60530215	0.7295718228	   52.2044	0.9563095289
-10.47221961	0.7311395402	52.31657778	0.8998229551
-10.35969993	0.7333252761	52.47297778	0.7718475773
-10.26223094	0.7345072754	52.55755556	0.7424206914
-10.17625721	0.7359470412	52.66057778	0.6779925551
-10.09935108	0.736916616	52.72995556	0.6293871091
-10.02978102	0.7374222111	52.76613333	0.6487730489
-9.966268536	0.7384004816	52.83613333	0.5913254933
-9.907842714	0.7392905526	52.89982222	0.5551199684
-9.853748851	0.7395644683	52.91942222	0.5471516662
-9.80338867	0.7404327999	52.98155556	0.5070820247
-9.756279866	0.7406545412	52.99742222	0.5316377995
-9.712027948	0.7410744212	53.02746667	0.5036011378
-9.670306129	0.7412216276	    53.038	0.5074893333
-9.630840674	0.741858901	   53.0836	0.5027443733
   -9.5934	0.7420887169	53.10004444	0.495279998
