# chem_potential	density	num_particles	num_particles_variance
-17.99706549	0.000137612009	0.5021333333	0.5026176711
-13.46081728	0.1677992701	612.2838222	188.9346449
-12.9548662	0.1913184755	  698.1032	82.57308309
-12.65890379	0.1998783858	729.3375111	67.41879736
-12.44891512	0.2050441832	748.1870222	66.15097824
-12.28603525	0.2089163693	762.3162667	60.43384206
-12.15295271	0.2120121889	773.6126222	61.96816068
-12.04043303	0.2146201666	783.1288889	63.26498765
-11.94296404	0.216823932	791.1702222	63.44240217
-11.85699031	0.218886553	798.6965333	66.44710798
-11.78008418	0.2209438148	806.2032889	71.50311807
-11.71051412	0.2229814665	813.6384889	75.18068749
-11.64700164	0.2248485221	  820.4512	78.05864078
-11.58857581	0.2265813762	826.7742222	84.33640217
-11.53448195	0.2282187617	832.7488889	90.7994321
-11.48412177	0.2299717862	839.1455111	97.70442652
-11.43701297	0.2318112415	845.8575111	101.3451191
-11.39276105	0.2335682611	852.2687111	116.3355277
-11.35103923	0.2353836483	858.8928889	122.0803494
-11.31157377	0.2374385471	866.3910222	130.6585683
-11.2741331	0.2392888427	873.1425778	144.2552271
-10.97817069	0.265984793	  970.5536	403.3393937
-10.76818202	0.3203971757	1169.099289	878.2327195
-10.7239301	0.335662194	1224.799911	890.2121422
-10.68220828	0.3484441548	1271.440089	804.7208995
-10.64274283	0.3594988887	1311.777778	702.7195062
-10.60530215	0.3691577219	1347.021956	634.8600513
-10.5696886	0.377292348	1376.704444	579.0722025
-10.5357321	0.3848630548	1404.329244	585.034887
-10.50328529	0.3921834339	1431.040622	601.1842165
-10.47221961	0.3991435711	1456.437511	589.3945396
-10.44242229	0.4048927275	1477.415644	626.2348841
-10.41379379	0.4127370018	1506.038667	708.0185049
-10.38624588	0.4210506283	1536.374311	847.9810467
-10.35969993	0.4304834698	1570.793867	990.7421313
-10.33408561	0.440474774	 1607.2512	1187.396632
-10.30933975	0.4517771317	1648.492444	1573.530654
-10.28540537	0.4682716203	1708.679289	1819.375367
-10.26223094	0.4831492592	 1762.9664	1984.737715
-10.23976969	0.4992923245	1821.870933	2065.835786
-10.21797903	0.5173818603	1887.877956	2233.011683
-10.19682006	0.5340070183	 1948.5416	2199.322225
-10.17625721	0.55547627	2026.880889	2682.895501
-10.09935108	0.8148819958	2973.428089	142.7616288
-10.02978102	0.8196757609	2990.920089	143.9227698
-9.966268536	0.8216988694	2998.302222	115.7200395
-9.907842714	0.8248693292	3009.870933	129.794364
-9.853748851	0.8277583288	3020.412622	110.8407651
-9.80338867	0.830050693	3028.777244	150.2126022
-9.756279866	0.8323630084	3037.214667	122.6388071
-9.712027948	0.8344526695	3044.839644	143.6293972
-9.670306129	0.835995829	3050.470489	122.722018
-9.630840674	0.8382254164	3058.606044	136.867199
   -9.5934	0.8396703059	3063.878311	109.9787029
